x,y_uu,y_dd
9.0161080E-02,5.8976285E-05,6.2177473E-05
9.1662920E-02,5.6422403E-05,5.9697704E-05
9.3215640E-02,5.6510606E-05,5.9875902E-05
9.4821860E-02,5.7752397E-05,6.1169768E-05
9.6484420E-02,5.8257430E-05,6.1643566E-05
9.8206310E-02,5.6419934E-05,5.9665700E-05
9.9990780E-02,5.1554203E-05,5.4551596E-05
1.0184130E-01,4.4168855E-05,4.6839076E-05
1.0376160E-01,3.5726650E-05,3.8041764E-05
1.0575570E-01,2.8017556E-05,3.0008949E-05
1.0782800E-01,2.2492855E-05,2.4242720E-05
1.0998310E-01,1.9882545E-05,2.1499558E-05
1.1222610E-01,2.0145071E-05,2.1730848E-05
1.1456250E-01,2.2547554E-05,2.4164872E-05
1.1699820E-01,2.5727714E-05,2.7382187E-05
1.1953980E-01,2.7917510E-05,2.9560402E-05
1.2219420E-01,2.7613813E-05,2.9165357E-05
1.2496920E-01,2.4498164E-05,2.5881611E-05
1.2787320E-01,1.9778011E-05,2.0949492E-05
1.3091530E-01,1.5368656E-05,1.6330361E-05
1.3410580E-01,1.2545929E-05,1.3338970E-05
1.3745560E-01,1.1394775E-05,1.2078168E-05
1.4097700E-01,1.1375843E-05,1.2002586E-05
1.4468360E-01,1.1956800E-05,1.2556229E-05
1.4859040E-01,1.2541736E-05,1.3112405E-05
1.5271400E-01,1.2311441E-05,1.2826316E-05
1.5707310E-01,1.0800456E-05,1.1225278E-05
